Pull_Request_ID,label,Score,Title,Body,Type,
tensorflow-15600,1,1,Exclude tf_stream_executor.cmake for CPU only,"Bug introduced in #15099
Fixes #3996",bug_fix,
salt-44990,1,1,status.w: rework to support Darwin/BSD,"What does this PR do?


This adds support for Darwin/FreeBSD/OpenBSD where the output


does not contain several fields that Linux emits.


While here it adds the from field which is reliably populated in the BSD implementation. Local logins are tracked as - or  the X Windows display.


Due to the fact the Linux implementation of w emits nothing for local logins it makes the output harder to parse. So skip printing from on Linux entirely.


Previous Behavior


salt.localdomain:


    |_


      ----------


      idle:


          1:08PM


      jcpu:


          0


      login:


          123.123.123.123


      pcpu:


          tmux:


      tty:


          p1


      user:


          jasper


      what:


          client (/tmp/tmux-0/default)
It would end up consuming the what column to fill out non-existent fields (jcpu and pcpu).
New Behavior
salt.localdomain:


    |_
      ----------
      from:123.123.123.123
      idle: 0
      login:
          1:08PM
      tty:
          p1
      user:
          jasper
      what:


          tmux: client (/tmp/tmux-0/default

Tests written?
No.
Commits signed with GPG?
Yes",new_feature,
scikit-learn-10060,3,0,[MRG] MAINT Remove duplicate import in test_pca.py,"Another flake8 error in #10042, the reason for master failure.",refactoring,
moby-36025,0,0,Fix golint error,"PR #36011 fixed almost all of the golint issues though there is still one golint error:
https://goreportcard.com/report/github.com/docker/docker#golint
Golint is a linter for Go source code.
docker/daemon/reload.go
Line 64: warning: redundant if ...; err != nil check, just return error instead. (golint)

This fix fixes the last one.
Signed-off-by: Yong Tang yong.tang.github@outlook.com",bug_fix,
salt-45963,3,0, [2017.7] Fixes to modules/yumpkg.py,"What does this PR do?
When callilng cmd.run_all with a list the exclude argument was being ignored and packages were being upgraded.  This change converts the list to a string with all the elements before sending it along to cmd.run_all.
What issues does this PR fix or reference?
#45924
Commits signed with GPG?
Yes
Please review Salt's Contributing Guide for best practices.
See GitHub's page on GPG signing for more information about signing commits with GPG.",bug_fix,
react-10822,3,0,[Gatsby Docs] Experiment to find issue with Netlify,"In an attempt to reproduce a bug we were only seeing in Netlify builds, I'm pushing a PR with a really old version of the gatsby branch.
Don't review/merge this. It's just an experiment.",Doc PR,
salt-43671,0,0,[2017.7] Merge forward from 2017.7.2 to 2017.7,No conflicts.,version_update,
tensorflow-16078,0,0,Update important RELNOTES and author list,,Doc PR,
salt-45548,0,0,Update x509.py - documentation fix,"Fixed typo in docu string
What does this PR do?
Documentation fix
What issues does this PR fix or reference?
Documentation does not match the code base
Tests written?
No
Commits signed with GPG?
No",Doc PR,
yii2-15335,0,0,Added FileHelper::unlink() that works well on any OS,"Q
A




Is bugfix?
no


New feature?
no


Breaks BC?
no


Tests pass?



Fixed issues",new_feature,
salt-46196,0,0,Fix for issue #46189.,"What does this PR do?
Adds tmp_dir statement to file.managed. This alters the behavior of check_cmd.
What issues does this PR fix or reference?
Fixes issue #46189. This resolves issues with app-armored daemons not being able to read temp files outside of their own config directory.
New Behavior
e.g.:
/etc/dhcp/dhcpd.conf:
    file.managed:
        tmp_dir: /etc/dhcp
        check_cmd: dhcpd -t -cf

Tests written?
No
Commits signed with GPG?
No",bug_fix,
symfony-26345,3,0,Release v2.7.42,"Changelog (since v2.7.41...v2.7.42)

bug #26338 [Debug] Keep previous errors of Error instances (@Philipp91)
bug #26312 [Routing] Don't throw 405 when scheme requirement doesn't match (@nicolas-grekas)
bug #26298 Fix ArrayInput::toString() for InputArgument::IS_ARRAY args (@maximium)
bug #25557 [WebProfilerBundle] add a way to limit ajax request (@Simperfit)
bug #26228 [HttpFoundation] Fix missing ""throw"" in JsonResponse (@nicolas-grekas)
bug #26211 [Console] Suppress warning from sapi_windows_vt100_support (@adawolfa)
bug #26156 Fixes #26136: Avoid emitting warning in hasParameterOption() (@greg-1-anderson)
bug #26183 [DI] Add null check for removeChild (@changmin.keum)
bug #26159 created validator.tl.xlf for Form/Translations (@ergiegonzaga)
bug #26100 [Routing] Throw 405 instead of 404 when redirect is not possible (@nicolas-grekas)
bug #26040 [Process] Check PHP_BINDIR before $PATH in PhpExecutableFinder (@nicolas-grekas)
bug #26012 Exit as late as possible (@greg0ire)
bug #25893 [Console] Fix hasParameterOption / getParameterOption when used with multiple flags (@greg-1-anderson)
bug #25940 [Form] keep the context when validating forms (@xabbuh)
bug #25373 Use the PCRE_DOLLAR_ENDONLY modifier in route regexes (@mpdude)
bug #26010 [CssSelector] For AND operator, the left operand should have parentheses, not only right operand (@arnaud CHASSEUX)
bug #25971 [Debug] Fix bad registration of exception handler, leading to mem leak (@nicolas-grekas)
bug #25962 [Routing] Fix trailing slash redirection for non-safe verbs (@nicolas-grekas)
bug #25948 [Form] Fixed empty data on expanded ChoiceType and FileType (@HeahDude)
bug #25972 support sapi_windows_vt100_support for php 7.2+ (@jhdxr)
bug #25744 [TwigBridge] Allow label translation to be safe (@MatTheCat)",version_update,
nixpkgs-31490,0,0,yakuake: 3.0.3 -> 3.0.4,"Motivation for this change
Things done


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",version_update,
moby-34755,3,0,convert 2 tests to API tests,ping @dnephin,testing,
nixpkgs-35476,1,1,udisks2: add gobjectIntrospection to nativeBuildInputs,"Motivation for this change
Same as in #35335.
Things done


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",new_feature,
tensorflow-14176,1,1,change set_tf_cunn_version to set_tf_cudnn_version,,version_update,
kubernetes-52667,1,1,federation: Move k/test/e2e_federation package to k/federation/test/e2e,"No functional change. Just move federation e2e tests inside k/federation directory, so that it is easy to move federation out of core.
Issue ref: #52992
Release note:
NONE

/cc @kubernetes/sig-federation-pr-reviews @irfanurrehman @madhusudancs",testing,
nixpkgs-34088,1,1,xcbuild: platform version,"Motivation for this change
Without this xcbuild can detect an incorrect version for store paths
that have a sequence of digits in their hash. See https://hydra.nixos.org/build/67632952.
ld: malformed 32-bit x.y.z version number: 85294
/nix/store/yz966rdvw1blblvzs15pxpcd85294isw-MacOSX.platform/Developer/SDKs/MacOSX.sdk

/cc @copumpkin @matthewbauer
Things done


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",version_update,
kubernetes-52147,1,1,Deviceplugin refactoring: cleanup some unnecessary functions,"What this PR does / why we need it:
cleanup some of unnecessary functions of deviceplugin to improve code readability
Which issue this PR fixes
fixes #51993
Part1
Special notes for your reviewer:
Currently, it seems that func IsResourceNameValid is not used outside and could be changed to internal.
But as Renaud commented, it is designed for potential usage from users outside.
And I could not find a better position to place the func, except for file utils.go. So, shall we just retain the utils.go file, and maybe for possible expansion in the future?
/cc @jiayingz @RenaudWasTaken @vishh
Release note:

NONE",refactoring,
nixpkgs-30321,1,1,Add postgis 2.4.0,"nixos/postgis: add postgis 2.4.0
doesn't remove v2.3.1. There are some big change in 2.4 that people may
don't want. see https://postgis.net/docs/release_notes.html#idm41021
Motivation for this change
Postgis v2.3.1 doesn't work with postgresql v10. Adding v2.4 add support for v10
This is my first PR here, please don't hesitate to comment. I changed a test, but I didn't know if it was better to create a new one or changing this one, since v2.2 isn't in nixpkgs anymore.
Things done


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",new_feature,
salt-45519,2,1,For py2 use io.open io.* which is same as py3 open etc.,"Set a default buffer to 1 megabyte
What does this PR do?
For py2 use io.open io.* which is same as py3 open etc.
Set a default buffer to 1 megabyte, improve salt performance the default buffer is badly calculated.
Previous Behavior
Need to code differently for PY2 and PY3
New Behavior
Can code the same
Tests written?
No new tests
Commits signed with GPG?
No",new_feature,
tensorflow-13067,1,1,[Docs] tf.constant docstring: Whitespace fix,"This should allow the ```python section to properly render on the API page
https://www.tensorflow.org/api_docs/python/tf/constant
which (at the time of writing) displays the fences in plain-text.",Doc PR,
salt-45536,0,0,Fix `unit.utils.test_configparser` for Windows,"What does this PR do?
Fixes a decode error in the config parser on Py2 in Windows. Similar to #45403
Uses os.linesep instead of hard-coded, Linux-specific line ending
What issues does this PR fix or reference?
saltstack/salt-jenkins#439
Tests written?
Yes
Commits signed with GPG?
Yes",bug_fix,
nixpkgs-33210,3,0,bitlbee-discord: init at 2017-12-27,,other,
salt-44216,0,0,fix typo,"What does this PR do?
fix typo for clarity",typo_error,
pandas-19335,0,0,DOC: organize 0.23 bug_fix whatsnew,,Doc PR,
nixpkgs-30669,0,0,phpPackages.couchbase: remove warnings on php startup,"Motivation for this change
On PHP Startup you got following warnings:
[cb,WARN] (pcbc/ext L:418) igbinary serializer is not found
[cb,WARN] (pcbc/ext L:425) zlib compressor is not found

I want to remove these, Additionally needed is that the igbinary.so is loaded before couchbase.so in php.ini.
Things done

 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",bug_fix,
moby-34771,0,0,Revendor Microsoft/hcsshim @ v0.6.4,"Signed-off-by: John Howard jhoward@microsoft.com
Simple revendor :)",other,
rails-31480,3,0,"[ci skip] Use :amazon, not :s3, so that guides match the current code","The template that generates the config/storage.yml file has the Amazon S3 key specified as :amazon, not :s3.
The guides should reflect the nomenclature, given that every other service also has the name of the company as the key (:google, :microsoft).",other,
nixpkgs-33243,0,0,bdsync: init at 0.10.1,"Motivation for this change
bdsync: a fast block device synchronizing tool https://github.com/TargetHolding/bdsync
Things done


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",new_feature,
framework-23337,0,0,[5.6] Add ability to extend DatabaseNotification model attributes on create,"Building of attributes array for the Illuminate\Notifications\DatabaseNotification model inside Illuminate\Notifications\Channels\DatabaseChannel extracted to method, what allow us to extend or overwrite default attributes.
I found it useful because I were needed to add seen_at and some more attributes related to my application and were needed to extend default DatabaseNotification model. And instead just modifying attributes in DatabaseChannel class on notification creation, we need to copy-paste send method. That means that if there will be changes in send method in the future - we will require to update extended implementations.
With this change we can do:
<?php

namespace App\Notification\Channels;

use Illuminate\Notifications\Channels\DatabaseChannel as BaseDatabaseChannel;
use Illuminate\Notifications\Notification;

class DatabaseChannel extends BaseDatabaseChannel
{
    protected function buildPayload($notifiable, Notification $notification)
    {
        return array_merge(parent::buildPayload($notifiable, $notification), [
            'seen_at' => null,
            'after_updrade' => 'Sleep well',
        ];
    }
}
Additionally it helps us to keep the code DRY.",new_feature,
nixpkgs-31005,0,0,pwgen: 2.07 -> 2.08,"Motivation for this change
Update
Things done

 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",version_update,
nixpkgs-30536,0,0,"oraclejdk: 8u144 -> 8u151, 8u152; 9 -> 9.0.1 [Critical security fixes]","Motivation for this change

Critical security fixes
Other changes

http://www.oracle.com/technetwork/java/javase/9-0-1-relnotes-3883752.html
http://www.oracle.com/technetwork/java/javase/8u151-relnotes-3850493.html
http://www.oracle.com/technetwork/java/javase/8u152-relnotes-3850503.html
http://www.oracle.com/technetwork/security-advisory/cpuoct2017-3236626.html
Things done


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",bug_fix,
nixpkgs-30675,3,0,go-ethereum service: init,"Motivation for this change
Added a service for go-ethereum.
Things done


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.


cc @mbrock @lethalman",new_feature,
kubernetes-53239,1,1,Correct APIGroup for RoleBindingBuilder Subjects,"This change corrects RoleBindingBuilder to use the RBAC API group with users and groups as subjects (service accounts use the empty string since they are in the legacy core group).  This is based on the defaulting in pkg/apis/rbac/v1/defaults.go#SetDefaults_Subject.  This is required because the bootstrap RBAC data is built with these helpers and does not go through defaulting, whereas the data retrieved from the server has already gone through defaulting.  This can lead to the reconciliation code incorrectly adding duplicate subjects because it believes that they are missing (since the API groups do not match).
Signed-off-by: Monis Khan mkhan@redhat.com
Fixes an issue with RBAC reconciliation that could cause duplicated subjects in some bootstrapped rolebindings on each restart of the API server.

/assign @liggitt
/sig auth
Fixes #53296
Fixes openshift/origin#16611",bug_fix,
scikit-learn-10151,1,1,DOC Fix broken link in ROC example,Will self-check and merge when CIs are green.,Doc PR,
symfony-24582,1,1,[DI] Enhance service locator error message,"Q
A




Branch?
3.3


bug_fix?
no


New feature?
no


BC breaks?
no


Deprecations?
no


Tests pass?
yes


Fixed tickets
#24555


License
MIT


Doc PR
-

See linked issue.",refactoring,
salt-45689,1,1,"Add ""exclude_patterns"" option to Sentry log handler.","What does this PR do?
Add ""exclude_patterns"" option to Sentry log handler.
What issues does this PR fix or reference?
Tests written?
No
Commits signed with GPG?
No",new_feature,
rails-31093,1,1,Change output log about skipping instalation of Active Storage,"Using of ""`"" is preferable over ""'"" to express console command in output log",new_feature,
nixpkgs-30872,1,1,systemd: remove udev attributes,"Motivation for this change
Things done
 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)
 NixOS
 macOS
 other Linux distributions

 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",other,
rails-31456,2,1,Suppress `warning: BigDecimal.new is deprecated` in Active Job,"Summary
BigDecimal.new has been deprecated in BigDecimal 1.3.3
which will be a default for Ruby 2.5.
Refer ruby/bigdecimal@5337373

This commit suppresses this warning:

$ bundle exec ruby -w -Itest test/cases/argument_serialization_test.rb
Using inline
test/cases/argument_serialization_test.rb:15: warning: BigDecimal.new is deprecated
Run options: --seed 40402

.......................

Finished in 0.042038s, 547.1180 runs/s, 927.7219 assertions/s.
23 runs, 39 assertions, 0 failures, 0 errors, 0 skips
$

This commit has been made as follows:

cd activejob/
git grep -l BigDecimal.new | grep \.rb | xargs sed -i -e ""s/BigDecimal.new/BigDecimal/g""


This commit has been tested with these Ruby versions:

ruby 2.5.0dev (2017-12-15 trunk 61262) [x86_64-linux]
ruby 2.4.2p198 (2017-09-14 revision 59899) [x86_64-linux]
ruby 2.3.5p376 (2017-09-14 revision 59905) [x86_64-linux]
ruby 2.2.8p477 (2017-09-14 revision 59906) [x86_64-linux]",bug_fix,
opencv-9866,1,1,doc: Make MATHJAX_RELPATH configurable through cmake,"This comes from Debian, where there is a patch changing MATHJAX_RELPATH to a local installation of MathJax.
I'd prefer to use a build-time option -DOCV_MATHJAX_RELPATH (or whatever, I picked that name, but it's really arbitrary), over a local patch.
Thank you for the consideration!",Doc PR,
framework-21551,0,0,[5.5] added secure & http only params to match cookie make params,"cookie helper function now matches cookie make function from CookieJar.php
Discussion #21542",new_feature,
nixpkgs-31603,0,0,configuration-ghc-7.10.x.nix: Remove missing attributes.,"Motivation for this change
Remove missing attributes since their existence cause errors and can not serve any purpose.
Please see the problematic command example in each individual commit message.
Things done

Remove missing attributes from nix expression file.
Problematic commands was running without any error.


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",bug_fix,
salt-44188,0,0,yumpkg: Check pkgname instead of name to see if it is a kernel pkg,"We should have been checking pkgname instead of name all along, but this
never bit us until 6638749 started passing None for the name param.
Fixes #44150",bug_fix,
terraform-16866,0,0,accessing count directly in an output should is OK,"There should be no warning when accessing a resource's count value
directly in an output.
Fixes #16864",bug_fix,
nixpkgs-28807,0,0,openmw: 0.41 -> 0.42,"Motivation for this change
Things done


 Tested using sandboxing
(nix.useSandbox on NixOS,
or option build-use-sandbox in nix.conf
on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 Linux


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",version_update,
nixpkgs-29962,0,0,hamster-time-tracker: wrap services,"Motivation for this change
Hamster did not start because the PYTHONPATH was not set for its services.
Closes: #27498
Things done


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 Linux


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",bug_fix,
nixpkgs-34814,0,0,teamspeak_client: 3.1.7 -> 3.1.8,"Motivation for this change
Things done


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",version_update,
react-11648,3,0,[test ci] Make a typo,Just messing around.,typo_error,
framework-21546,3,0,helper to return a json response,"helper to return a json response from the application, i think is better then response()->json();",new_feature,
salt-46219,0,0,Fix `unit.modules.test_network` for Windows,"What does this PR do?
Fixes a Unicode issue in win_inet_pton. Use six.test_type instead of six.u for converting to unicode. Probably exposed by conversion to unicode_literals throughout salt code. Found in by failing test.
What issues does this PR fix or reference?
saltstack/salt-jenkins#439
Tests written?
No
Commits signed with GPG?
Yes",bug_fix,
nixpkgs-30779,0,0,"Revert ""vc: Broken on i686""","Motivation for this change
Not broken
This reverts commit c58c1f3.
Things done


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",other,
rust-47014,1,1,Add tests to fixed ICEs,"Closes #27078. Closes #27985. Closes #39848. Closes #42164.
Closes #42479. Closes #45662. Closes #45965. Closes #46152.",testing,
cmssw-21501,2,1,Cleanup SCEnergyCorrections.h,"This file needs header guards. It also references SuperCluster,
CaloClusterPtrVector and ParameterSet, so we also need to include
the associated headers to make this file parsable on its own.",refactoring,
tensorflow-16901,1,1,Fix the missing Windows cuDNN reference.,,bug_fix,
nixpkgs-30922,1,1,Update bpython to 0.17,"Motivation for this change
As mentioned by @adisbladis, pythonPackages is a mess and needs to be cleaned up.
I bumped the bpython package to 0.17, cleaned it up, and added curtsies and pyte, which are both dependencies of bpython (at least now)
Things done


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
[] Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",version_update,
nixpkgs-29881,1,1,"nixos/tinc: add ""restartTriggers"" back","Add ""restartTriggers"" back to restart the Tinc daemon when its peer is removed.
Reverted #27660
Discussed
here: #27660 (comment)
cc @fpletz",new_feature,
opencv-9887,1,1,Updated TBB package to 2018.1,"Looks like MD5 sum is not valid for old package, current 4.4.3.tar.gz archive has checksum 8e3e39e1fdfb3f7c3a5ac8ec1afe186e
Tested on Linux.
build_tbb=ON",version_update,
kubernetes-55858,1,1,add test for slice,"Signed-off-by: yanxuean yan.xuean@zte.com.cn
What this PR does / why we need it:
Which issue(s) this PR fixes (optional, in fixes #<issue number>(, fixes #<issue_number>, ...) format, will close the issue(s) when PR gets merged):
Fixes #
Special notes for your reviewer:
Release note:
NONE",testing,
nixpkgs-36038,1,1,supercollider: 3.8.1 -> 3.9.1,"Semi-automatic update. These checks were performed:

built on NixOS
ran /nix/store/4wlhzjj8k4a49dvpzgwhll2m03hvvcz9-supercollider-3.9.1/bin/scsynth -v and found version 3.9.1
ran /nix/store/4wlhzjj8k4a49dvpzgwhll2m03hvvcz9-supercollider-3.9.1/bin/supernova -h got 0 exit code
ran /nix/store/4wlhzjj8k4a49dvpzgwhll2m03hvvcz9-supercollider-3.9.1/bin/supernova --help got 0 exit code
ran /nix/store/4wlhzjj8k4a49dvpzgwhll2m03hvvcz9-supercollider-3.9.1/bin/supernova -v and found version 3.9.1
ran /nix/store/4wlhzjj8k4a49dvpzgwhll2m03hvvcz9-supercollider-3.9.1/bin/supernova --version and found version 3.9.1
ran /nix/store/4wlhzjj8k4a49dvpzgwhll2m03hvvcz9-supercollider-3.9.1/bin/sclang -h got 0 exit code
ran /nix/store/4wlhzjj8k4a49dvpzgwhll2m03hvvcz9-supercollider-3.9.1/bin/sclang -v and found version 3.9.1
found 3.9.1 with grep in /nix/store/4wlhzjj8k4a49dvpzgwhll2m03hvvcz9-supercollider-3.9.1",version_update,
pandas-18822,1,1,BUG: Fixed Categorical.Equals with unordered,"The original issue was already fixed. I added tests to verify (but no whatsnew entry).
This addes tests and a fix for #16603 (comment) about Categorical.equals
Closes #16603",bug_fix,
nixpkgs-32633,0,0,rkrlv2: b1.0 -> b2.0,"Motivation for this change
Things done


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",version_update,
nixpkgs-30798,0,0,perlPackages.IOPager: 0.06 -> 0.39 (for sqitch),"Motivation for this change
There's a bug when running sqitch log due to this very old version of IOPager. The bug is reported here, without resolution: https://groups.google.com/d/msg/sqitch-users/pKCrK4cMIMI/baCsatToDwAJ
Can't locate object method ""TIESCALAR"" via package ""IO::Pager::Unbuffered""
at /nix/store/y5fas16nfwaqsz5wm1midmw5h7i7vf5b-perl-IO-Pager-0.06/lib/perl5/site_perl/5.24.2/IO/Pager/Unbuffered.pm line 26.

It turns out that upgrading IOPager to 0.39 resolves the bug. Besides sqitch, there don't seem to be any other packages in nixpkgs that use IOPager.
Things done


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",version_update,
framework-21001,3,0,Remove unnecesary conditionals in helpers file,This Pull Request switches some conditionals to ternary operators in the helpers file.,refactoring,
nixpkgs-30209,3,0,zile: 2.4.13 -> 2.4.14,"Motivation for this change
Things done


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 Linux


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",version_update,
salt-45888,0,0,Fix cloud tests,"What does this PR do?
Fixes cloud tests
Tests written?
Yes
Commits signed with GPG?
Yes",bug_fix,
tensorflow-16687,3,0,[DO NOT MERGE] Testing,,other,
rails-32002,0,0,Fix custome serializer setting,"The serializer should be set up in after_initialize so that it work properly even if the user specifies serializer with initializers.
Also, since custom_serializers is Array, it needs to be flattened before setting the value.",bug_fix,
salt-44007,3,0,add python exec module for running python script,"What does this PR do?
For show_full_context, it is useful to have this as a serializable dictionary so that it can be dumped and actually parsed using
{{show_full_context|yaml(False)}}
What issues does this PR fix or reference?
Previous Behavior
show_full_context returns an object mapping
New Behavior
show_full_context returns a serializable dictionary
Tests written?
No
Moved from #43940",new_feature,
nixpkgs-31808,0,0,grafana: 4.6.1 -> 4.6.2,"Motivation for this change
New release
Things done


 Tested using sandboxing (nix.useSandbox on NixOS, or option build-use-sandbox in nix.conf on non-NixOS)
Built on platform(s)

 NixOS
 macOS
 other Linux distributions


 Tested via one or more NixOS test(s) if existing and applicable for the change (look inside nixos/tests)
 Tested compilation of all pkgs that depend on this change using nix-shell -p nox --run ""nox-review wip""
 Tested execution of all binary files (usually in ./result/bin/)
 Fits CONTRIBUTING.md.",version_update,
